timestamp,symbol,open,high,low,close,volume
2026-01-01 12:05:00,RELIANCE,2988.57,2990.97,2982.34,2983.06,79742
2026-01-01 12:10:00,RELIANCE,2983.06,2994.87,2966.51,2988.79,87997
2026-01-01 12:15:00,RELIANCE,2988.79,2991.47,2980.9,2982.33,227410
2026-01-01 12:20:00,RELIANCE,2982.33,2988.36,2981.81,2984.42,98387
2026-01-01 12:25:00,RELIANCE,2984.42,2990.62,2972.5,2973.58,139818
2026-01-01 12:30:00,RELIANCE,2973.58,2979.37,2963.6,2966.54,66200
2026-01-01 12:35:00,RELIANCE,2966.54,2969.93,2945.2,2968.57,101682
2026-01-01 12:40:00,RELIANCE,2968.57,2975.79,2966.88,2973.83,93206
2026-01-01 12:45:00,RELIANCE,2973.83,2976.24,2973.72,2975.73,75228
2026-01-01 12:50:00,RELIANCE,2975.73,2983.72,2960.8,2975.93,34919
2026-01-01 12:55:00,RELIANCE,2975.93,2982.85,2973.12,2975.03,81984
2026-01-01 13:00:00,RELIANCE,2975.03,2976.15,2963.19,2967.12,449199
2026-01-01 13:05:00,RELIANCE,2967.12,2973.25,2959.42,2963.74,186423
2026-01-01 13:10:00,RELIANCE,2963.74,2965.32,2960.27,2961.9,103711
2026-01-01 13:15:00,RELIANCE,2961.9,2969.47,2958.0,2969.05,140997
2026-01-01 13:20:00,RELIANCE,2969.05,2974.18,2966.51,2971.98,111004
2026-01-01 13:25:00,RELIANCE,2971.98,2973.13,2957.48,2962.39,134318
2026-01-01 13:30:00,RELIANCE,2962.39,2971.7,2955.51,2965.19,53063
2026-01-01 13:35:00,RELIANCE,2965.19,2968.81,2956.87,2963.78,133653
2026-01-01 13:40:00,RELIANCE,2963.78,2971.2,2947.72,2960.64,41079
2026-01-01 13:45:00,RELIANCE,2960.64,2969.48,2956.29,2965.13,120519
2026-01-01 13:50:00,RELIANCE,2965.13,2979.39,2964.9,2972.1,83461
2026-01-01 13:55:00,RELIANCE,2972.1,2981.49,2971.41,2978.49,41978
2026-01-01 14:00:00,RELIANCE,2978.49,2982.25,2971.81,2974.34,51832
2026-01-01 14:05:00,RELIANCE,2974.34,2974.72,2972.59,2973.33,60525
2026-01-01 14:10:00,RELIANCE,2973.33,2983.73,2970.61,2976.12,78075
2026-01-01 14:15:00,RELIANCE,2976.12,2983.88,2975.57,2982.74,161352
2026-01-01 14:20:00,RELIANCE,2982.74,2988.61,2977.7,2980.68,91212
2026-01-01 14:25:00,RELIANCE,2980.68,2984.3,2977.56,2980.36,100012
2026-01-01 14:30:00,RELIANCE,2980.36,2981.45,2973.92,2974.54,48185
2026-01-01 14:35:00,RELIANCE,2974.54,2977.16,2964.02,2968.18,50219
2026-01-01 14:40:00,RELIANCE,2968.18,2977.51,2956.66,2973.74,279471
2026-01-01 14:45:00,RELIANCE,2973.74,2984.95,2966.91,2982.53,140106
2026-01-01 14:50:00,RELIANCE,2982.53,2984.2,2979.06,2982.81,98452
2026-01-01 14:55:00,RELIANCE,2982.81,2993.33,2976.1,2989.48,69453
2026-01-01 15:00:00,RELIANCE,2989.48,2992.81,2988.55,2992.31,265007
2026-01-01 15:05:00,RELIANCE,2992.31,2992.54,2985.69,2989.1,74515
2026-01-01 15:10:00,RELIANCE,2989.1,2999.63,2982.48,2991.89,40886
2026-01-01 15:15:00,RELIANCE,2991.89,3004.76,2991.69,3001.7,134636
2026-01-01 15:20:00,RELIANCE,3001.7,3005.55,3001.31,3002.07,148501
2026-01-01 15:25:00,RELIANCE,3002.07,3015.91,2996.84,3012.03,124192
2026-01-01 15:30:00,RELIANCE,3012.03,3017.63,2996.58,2996.79,148634
2026-01-02 09:15:00,RELIANCE,2996.79,3002.54,2994.29,3002.23,167138
2026-01-02 09:20:00,RELIANCE,3002.23,3012.2,3001.59,3003.24,78219
2026-01-02 09:25:00,RELIANCE,3003.24,3009.74,3001.21,3001.91,78343
2026-01-02 09:30:00,RELIANCE,3001.91,3006.6,2997.37,3002.9,86637
2026-01-02 09:35:00,RELIANCE,3002.9,3003.45,2985.48,2991.38,108910
2026-01-02 09:40:00,RELIANCE,2991.38,2994.93,2989.29,2990.45,50275
2026-01-02 09:45:00,RELIANCE,2990.45,2994.26,2990.26,2992.94,168171
2026-01-02 09:50:00,RELIANCE,2992.94,3011.93,2987.46,3002.12,76501
2026-01-02 09:55:00,RELIANCE,3002.12,3017.16,2996.61,2999.31,204166
2026-01-02 10:00:00,RELIANCE,2999.31,3003.45,2990.96,2994.73,84950
2026-01-02 10:05:00,RELIANCE,2994.73,2997.87,2988.05,2991.97,67245
2026-01-02 10:10:00,RELIANCE,2991.97,3002.23,2989.12,2997.66,57798
2026-01-02 10:15:00,RELIANCE,2997.66,3005.34,2989.7,2999.82,88699
2026-01-02 10:20:00,RELIANCE,2999.82,3018.4,2991.46,2996.8,176937
2026-01-02 10:25:00,RELIANCE,2996.8,3016.25,2993.4,3000.0,227091
2026-01-02 10:30:00,RELIANCE,3000.0,3002.62,2997.83,3000.68,77035
2026-01-02 10:35:00,RELIANCE,3000.68,3007.94,2989.0,3006.56,74207
2026-01-02 10:40:00,RELIANCE,3006.56,3008.79,2999.94,3002.38,69382
2026-01-02 10:45:00,RELIANCE,3002.38,3006.24,2991.93,3000.42,242301
2026-01-02 10:50:00,RELIANCE,3000.42,3001.39,2996.48,2998.04,129540
2026-01-02 10:55:00,RELIANCE,2998.04,3004.05,2988.23,2989.21,66227
2026-01-02 11:00:00,RELIANCE,2989.21,2994.82,2984.99,2990.9,64831
2026-01-02 11:05:00,RELIANCE,2990.9,2992.38,2989.1,2992.35,110403
2026-01-02 11:10:00,RELIANCE,2992.35,3018.26,2985.76,2992.24,180378
2026-01-02 11:15:00,RELIANCE,2992.24,2993.71,2987.75,2990.67,248538
2026-01-02 11:20:00,RELIANCE,2990.67,2991.57,2980.85,2982.0,157392
2026-01-02 11:25:00,RELIANCE,2982.0,2985.17,2973.1,2979.26,127215
2026-01-02 11:30:00,RELIANCE,2979.26,2985.76,2967.09,2976.96,71353
2026-01-02 11:35:00,RELIANCE,2976.96,2980.6,2970.63,2971.9,106229
2026-01-02 11:40:00,RELIANCE,2971.9,2974.78,2968.57,2970.63,121677
2026-01-02 11:45:00,RELIANCE,2970.63,2974.79,2969.63,2972.69,101034
2026-01-02 11:50:00,RELIANCE,2972.69,2988.1,2964.52,2983.54,208473
2026-01-02 11:55:00,RELIANCE,2983.54,2984.78,2982.85,2984.19,217233
2026-01-02 12:00:00,RELIANCE,2984.19,2995.13,2972.48,2985.3,107771
2026-01-02 12:05:00,RELIANCE,2985.3,2986.33,2981.71,2984.41,59085
2026-01-02 12:10:00,RELIANCE,2984.41,2988.94,2970.07,2972.48,77647
2026-01-02 12:15:00,RELIANCE,2972.48,2973.44,2967.62,2971.82,119205
2026-01-02 12:20:00,RELIANCE,2971.82,2972.71,2957.8,2971.66,142352
2026-01-02 12:25:00,RELIANCE,2971.66,2991.03,2964.59,2985.75,32879
2026-01-02 12:30:00,RELIANCE,2985.75,2987.77,2980.96,2984.03,172979
2026-01-02 12:35:00,RELIANCE,2984.03,2990.22,2981.56,2985.24,93940
2026-01-02 12:40:00,RELIANCE,2985.24,2991.03,2976.58,2984.42,154653
2026-01-02 12:45:00,RELIANCE,2984.42,2985.15,2972.4,2976.81,203187
2026-01-02 12:50:00,RELIANCE,2976.81,2986.75,2976.59,2982.96,112965
2026-01-02 12:55:00,RELIANCE,2982.96,2988.37,2978.99,2986.77,123482
2026-01-02 13:00:00,RELIANCE,2986.77,2997.29,2984.55,2990.8,184351
2026-01-02 13:05:00,RELIANCE,2990.8,2993.31,2981.19,2984.64,242915
2026-01-02 13:10:00,RELIANCE,2984.64,2994.77,2984.59,2992.28,44546
2026-01-02 13:15:00,RELIANCE,2992.28,2996.28,2979.98,2983.14,38377
2026-01-02 13:20:00,RELIANCE,2983.14,2986.25,2981.65,2985.88,339809
2026-01-02 13:25:00,RELIANCE,2985.88,3000.13,2982.79,2998.18,122116
2026-01-02 13:30:00,RELIANCE,2998.18,2998.35,2987.45,2991.44,86538
2026-01-02 13:35:00,RELIANCE,2991.44,2994.78,2987.21,2987.24,55316
2026-01-02 13:40:00,RELIANCE,2987.24,2990.37,2976.38,2987.01,63693
2026-01-02 13:45:00,RELIANCE,2987.01,2987.17,2978.88,2983.17,85772
2026-01-02 13:50:00,RELIANCE,2983.17,2988.73,2969.57,2973.08,77131
2026-01-02 13:55:00,RELIANCE,2973.08,2974.3,2968.81,2972.64,156735
2026-01-02 14:00:00,RELIANCE,2972.64,2976.76,2964.66,2965.47,120166
2026-01-02 14:05:00,RELIANCE,2965.47,2972.24,2958.05,2967.42,75537
2026-01-02 14:10:00,RELIANCE,2967.42,2967.71,2958.65,2961.09,268239
2026-01-02 14:15:00,RELIANCE,2961.09,2977.41,2950.51,2969.39,108983
2026-01-02 14:20:00,RELIANCE,2969.39,2972.05,2962.49,2963.86,134503
2026-01-02 14:25:00,RELIANCE,2963.86,2969.7,2952.14,2961.07,122781
2026-01-02 14:30:00,RELIANCE,2961.07,2968.95,2959.1,2965.0,76793
2026-01-02 14:35:00,RELIANCE,2965.0,2965.48,2956.23,2956.81,42860
2026-01-02 14:40:00,RELIANCE,2956.81,2964.23,2950.29,2957.27,38864
2026-01-02 14:45:00,RELIANCE,2957.27,2968.06,2956.29,2964.11,166633
2026-01-02 14:50:00,RELIANCE,2964.11,2964.61,2945.16,2953.69,43631
2026-01-02 14:55:00,RELIANCE,2953.69,2957.19,2945.21,2953.9,196820
2026-01-02 15:00:00,RELIANCE,2953.9,2957.22,2949.36,2954.56,116064
2026-01-02 15:05:00,RELIANCE,2954.56,2959.8,2951.77,2958.3,82017
2026-01-02 15:10:00,RELIANCE,2958.3,2969.08,2948.98,2950.11,55393
2026-01-02 15:15:00,RELIANCE,2950.11,2951.54,2935.67,2941.46,176383
2026-01-02 15:20:00,RELIANCE,2941.46,2954.33,2939.6,2943.68,34628
2026-01-02 15:25:00,RELIANCE,2943.68,2946.41,2932.49,2944.58,79693
2026-01-02 15:30:00,RELIANCE,2944.58,2950.15,2941.52,2945.22,150774
2026-01-05 09:15:00,RELIANCE,2945.22,2952.54,2943.31,2946.43,122396
2026-01-05 09:20:00,RELIANCE,2946.43,2948.15,2939.45,2941.6,83831
2026-01-05 09:25:00,RELIANCE,2941.6,2943.49,2939.84,2942.16,101313
2026-01-05 09:30:00,RELIANCE,2942.16,2943.39,2939.78,2943.09,89769
2026-01-05 09:35:00,RELIANCE,2943.09,2945.42,2933.36,2938.11,117388
2026-01-05 09:40:00,RELIANCE,2938.11,2958.56,2923.78,2948.31,63859
2026-01-05 09:45:00,RELIANCE,2948.31,2951.26,2945.82,2950.35,58691
2026-01-05 09:50:00,RELIANCE,2950.35,2951.26,2940.43,2942.58,168812
2026-01-05 09:55:00,RELIANCE,2942.58,2946.25,2939.83,2945.73,126480
2026-01-05 10:00:00,RELIANCE,2945.73,2945.97,2923.49,2939.29,159768
2026-01-05 10:05:00,RELIANCE,2939.29,2944.96,2933.11,2943.24,178709
2026-01-05 10:10:00,RELIANCE,2943.24,2953.11,2937.69,2949.4,67116
2026-01-05 10:15:00,RELIANCE,2949.4,2951.22,2943.52,2943.91,116352
2026-01-05 10:20:00,RELIANCE,2943.91,2951.5,2933.21,2948.96,130901
2026-01-05 10:25:00,RELIANCE,2948.96,2952.41,2943.52,2950.79,53433
2026-01-05 10:30:00,RELIANCE,2950.79,2960.17,2946.29,2955.06,188128
2026-01-05 10:35:00,RELIANCE,2955.06,2966.45,2954.57,2965.71,99487
2026-01-05 10:40:00,RELIANCE,2965.71,2970.94,2956.99,2963.72,63412
2026-01-05 10:45:00,RELIANCE,2963.72,2971.26,2955.64,2958.74,50942
2026-01-05 10:50:00,RELIANCE,2958.74,2959.33,2950.56,2952.99,170217
2026-01-05 10:55:00,RELIANCE,2952.99,2960.56,2942.87,2947.71,83917
2026-01-05 11:00:00,RELIANCE,2947.71,2950.11,2946.71,2946.82,55360
2026-01-05 11:05:00,RELIANCE,2946.82,2955.37,2942.18,2948.42,334327
2026-01-05 11:10:00,RELIANCE,2948.42,2953.63,2945.06,2949.67,86999
2026-01-05 11:15:00,RELIANCE,2949.67,2957.26,2943.77,2954.19,85790
2026-01-05 11:20:00,RELIANCE,2954.19,2958.61,2948.94,2953.94,160403
2026-01-05 11:25:00,RELIANCE,2953.94,2965.57,2948.96,2962.22,45014
2026-01-05 11:30:00,RELIANCE,2962.22,2966.16,2950.03,2960.38,92306
2026-01-05 11:35:00,RELIANCE,2960.38,2986.31,2959.71,2976.24,151992
2026-01-05 11:40:00,RELIANCE,2976.24,2980.79,2970.13,2979.74,198532
2026-01-05 11:45:00,RELIANCE,2979.74,2980.15,2973.75,2974.44,79642
2026-01-05 11:50:00,RELIANCE,2974.44,2984.1,2964.84,2967.91,85650
2026-01-05 11:55:00,RELIANCE,2967.91,2972.0,2963.14,2970.64,236756
2026-01-05 12:00:00,RELIANCE,2970.64,2972.65,2963.71,2969.21,143427
2026-01-05 12:05:00,RELIANCE,2969.21,2976.04,2968.09,2973.38,184217
2026-01-05 12:10:00,RELIANCE,2973.38,2977.65,2968.49,2976.15,299943
2026-01-05 12:15:00,RELIANCE,2976.15,2980.03,2973.71,2975.7,121406
2026-01-05 12:20:00,RELIANCE,2975.7,2979.9,2965.11,2970.68,45776
2026-01-05 12:25:00,RELIANCE,2970.68,2971.89,2961.32,2961.72,358561
2026-01-05 12:30:00,RELIANCE,2961.72,2965.12,2952.81,2959.15,48155
2026-01-05 12:35:00,RELIANCE,2959.15,2976.84,2955.43,2964.32,222837
2026-01-05 12:40:00,RELIANCE,2964.32,2969.88,2961.63,2965.72,73623
2026-01-05 12:45:00,RELIANCE,2965.72,2966.77,2957.25,2958.49,45344
2026-01-05 12:50:00,RELIANCE,2958.49,2963.2,2942.52,2959.71,54923
2026-01-05 12:55:00,RELIANCE,2959.71,2969.9,2949.28,2962.21,121723
2026-01-05 13:00:00,RELIANCE,2962.21,2962.69,2953.84,2957.22,60153
2026-01-05 13:05:00,RELIANCE,2957.22,2961.81,2956.62,2958.41,62821
2026-01-05 13:10:00,RELIANCE,2958.41,2967.96,2950.19,2959.06,75587
2026-01-05 13:15:00,RELIANCE,2959.06,2963.3,2948.98,2952.63,105964
2026-01-05 13:20:00,RELIANCE,2952.63,2959.07,2951.44,2955.1,75831
2026-01-05 13:25:00,RELIANCE,2955.1,2961.41,2950.0,2958.8,159269
2026-01-05 13:30:00,RELIANCE,2958.8,2968.08,2956.75,2965.62,69414
2026-01-05 13:35:00,RELIANCE,2965.62,2974.2,2951.06,2972.31,127261
2026-01-05 13:40:00,RELIANCE,2972.31,2982.11,2959.45,2964.59,149965
2026-01-05 13:45:00,RELIANCE,2964.59,2964.75,2959.1,2959.52,93953
2026-01-05 13:50:00,RELIANCE,2959.52,2965.61,2956.86,2963.08,76606
2026-01-05 13:55:00,RELIANCE,2963.08,2967.74,2960.62,2966.66,62992
2026-01-05 14:00:00,RELIANCE,2966.66,2970.49,2965.94,2970.28,88205
2026-01-05 14:05:00,RELIANCE,2970.28,2995.23,2970.09,2993.75,148580
2026-01-05 14:10:00,RELIANCE,2993.75,3001.63,2990.62,2997.78,27921
2026-01-05 14:15:00,RELIANCE,2997.78,3005.41,2995.93,3005.22,89905
2026-01-05 14:20:00,RELIANCE,3005.22,3012.76,3005.1,3011.61,40086
2026-01-05 14:25:00,RELIANCE,3011.61,3019.65,3006.62,3016.21,91854
2026-01-05 14:30:00,RELIANCE,3016.21,3019.54,3007.1,3015.01,60884
2026-01-05 14:35:00,RELIANCE,3015.01,3021.34,3014.48,3020.3,208014
2026-01-05 14:40:00,RELIANCE,3020.3,3021.7,3015.35,3016.37,82157
2026-01-05 14:45:00,RELIANCE,3016.37,3018.31,3014.62,3015.69,107495
2026-01-05 14:50:00,RELIANCE,3015.69,3023.87,3008.66,3013.53,126723
2026-01-05 14:55:00,RELIANCE,3013.53,3025.81,3006.96,3014.81,88222
2026-01-05 15:00:00,RELIANCE,3014.81,3034.96,3013.4,3029.57,153172
2026-01-05 15:05:00,RELIANCE,3029.57,3031.23,3017.81,3019.07,27023
2026-01-05 15:10:00,RELIANCE,3019.07,3025.97,3017.29,3024.04,104237
2026-01-05 15:15:00,RELIANCE,3024.04,3027.93,3015.08,3015.13,131879
2026-01-05 15:20:00,RELIANCE,3015.13,3020.63,3007.35,3013.13,163092
2026-01-05 15:25:00,RELIANCE,3013.13,3020.72,3012.41,3020.55,232316
2026-01-05 15:30:00,RELIANCE,3020.55,3025.75,3010.31,3021.81,113828
2026-01-06 09:15:00,RELIANCE,3021.81,3023.5,3010.71,3016.17,166034
2026-01-06 09:20:00,RELIANCE,3016.17,3026.5,3010.11,3012.74,94450
2026-01-06 09:25:00,RELIANCE,3012.74,3023.39,3008.18,3017.72,114650
2026-01-06 09:30:00,RELIANCE,3017.72,3021.65,3013.18,3014.21,54412
2026-01-06 09:35:00,RELIANCE,3014.21,3016.84,3000.55,3016.41,105690
2026-01-06 09:40:00,RELIANCE,3016.41,3018.15,3015.33,3017.59,66088
2026-01-06 09:45:00,RELIANCE,3017.59,3022.77,3009.77,3014.56,71079
2026-01-06 09:50:00,RELIANCE,3014.56,3031.25,3011.8,3028.39,113694
2026-01-06 09:55:00,RELIANCE,3028.39,3038.09,3021.43,3033.14,67616
2026-01-06 10:00:00,RELIANCE,3033.14,3040.75,3018.71,3021.76,113617
2026-01-06 10:05:00,RELIANCE,3021.76,3030.3,3018.55,3023.79,291414
2026-01-06 10:10:00,RELIANCE,3023.79,3027.26,3016.41,3020.69,143329
2026-01-06 10:15:00,RELIANCE,3020.69,3030.47,3018.39,3026.74,64886
2026-01-06 10:20:00,RELIANCE,3026.74,3031.5,3012.58,3022.84,41404
2026-01-06 10:25:00,RELIANCE,3022.84,3034.73,3021.51,3023.03,85956
2026-01-06 10:30:00,RELIANCE,3023.03,3037.36,3015.95,3026.96,114928
2026-01-06 10:35:00,RELIANCE,3026.96,3035.07,3025.7,3033.07,113696
2026-01-06 10:40:00,RELIANCE,3033.07,3041.47,3025.68,3026.65,153937
2026-01-06 10:45:00,RELIANCE,3026.65,3031.27,3024.34,3025.48,51615
2026-01-06 10:50:00,RELIANCE,3025.48,3026.27,3022.73,3023.45,148203
2026-01-06 10:55:00,RELIANCE,3023.45,3025.45,3016.04,3020.33,99771
2026-01-06 11:00:00,RELIANCE,3020.33,3047.42,3013.03,3031.81,38193
2026-01-06 11:05:00,RELIANCE,3031.81,3035.52,3027.5,3035.07,119441
2026-01-06 11:10:00,RELIANCE,3035.07,3038.91,3025.26,3028.21,87095
2026-01-06 11:15:00,RELIANCE,3028.21,3034.62,3027.44,3034.55,64520
2026-01-06 11:20:00,RELIANCE,3034.55,3050.08,3024.39,3048.19,141480
2026-01-06 11:25:00,RELIANCE,3048.19,3060.07,3044.19,3055.23,72773
2026-01-06 11:30:00,RELIANCE,3055.23,3063.46,3040.4,3046.68,78661
2026-01-06 11:35:00,RELIANCE,3046.68,3053.03,3031.08,3044.44,80836
2026-01-06 11:40:00,RELIANCE,3044.44,3066.13,3033.05,3052.85,228786
2026-01-06 11:45:00,RELIANCE,3052.85,3054.47,3045.91,3049.2,185589
2026-01-06 11:50:00,RELIANCE,3049.2,3053.87,3043.16,3052.56,298679
2026-01-06 11:55:00,RELIANCE,3052.56,3058.68,3048.62,3057.92,269156
2026-01-06 12:00:00,RELIANCE,3057.92,3067.27,3047.38,3052.86,72229
2026-01-06 12:05:00,RELIANCE,3052.86,3059.23,3046.78,3053.08,98549
2026-01-06 12:10:00,RELIANCE,3053.08,3055.87,3032.23,3033.85,158563
2026-01-06 12:15:00,RELIANCE,3033.85,3037.54,3021.99,3028.17,89605
2026-01-06 12:20:00,RELIANCE,3028.17,3031.72,3026.58,3027.15,125496
2026-01-06 12:25:00,RELIANCE,3027.15,3036.41,3013.14,3020.08,249458
2026-01-06 12:30:00,RELIANCE,3020.08,3032.55,3018.47,3030.39,175203
2026-01-06 12:35:00,RELIANCE,3030.39,3031.77,3013.57,3022.15,213549
2026-01-06 12:40:00,RELIANCE,3022.15,3026.78,3016.03,3019.89,75819
2026-01-06 12:45:00,RELIANCE,3019.89,3032.93,3018.14,3021.05,275076
2026-01-06 12:50:00,RELIANCE,3021.05,3034.0,3020.31,3030.1,82091
2026-01-06 12:55:00,RELIANCE,3030.1,3033.0,3013.29,3021.72,23479
2026-01-06 13:00:00,RELIANCE,3021.72,3029.65,3020.6,3029.04,23490
2026-01-06 13:05:00,RELIANCE,3029.04,3030.45,3024.97,3029.36,124789
2026-01-06 13:10:00,RELIANCE,3029.36,3031.73,3020.21,3023.65,117799
2026-01-06 13:15:00,RELIANCE,3023.65,3026.96,3023.39,3026.65,89157
2026-01-06 13:20:00,RELIANCE,3026.65,3029.37,3025.81,3028.03,64851
2026-01-06 13:25:00,RELIANCE,3028.03,3034.43,3014.18,3024.54,86201
2026-01-06 13:30:00,RELIANCE,3024.54,3026.41,3024.5,3025.08,103862
2026-01-06 13:35:00,RELIANCE,3025.08,3030.42,3019.35,3022.83,85762
2026-01-06 13:40:00,RELIANCE,3022.83,3024.13,3022.63,3023.57,140253
2026-01-06 13:45:00,RELIANCE,3023.57,3027.84,3019.74,3027.6,75771
2026-01-06 13:50:00,RELIANCE,3027.6,3044.74,3023.75,3037.2,50686
2026-01-06 13:55:00,RELIANCE,3037.2,3057.25,3016.23,3029.64,176728
2026-01-06 14:00:00,RELIANCE,3029.64,3043.72,3028.09,3042.5,135466
2026-01-06 14:05:00,RELIANCE,3042.5,3045.06,3024.74,3030.52,101807
2026-01-06 14:10:00,RELIANCE,3030.52,3032.76,3028.31,3029.47,119341
2026-01-06 14:15:00,RELIANCE,3029.47,3037.67,3026.64,3032.88,22909
2026-01-06 14:20:00,RELIANCE,3032.88,3035.83,3026.49,3034.4,239170
2026-01-06 14:25:00,RELIANCE,3034.4,3040.18,3030.28,3030.4,68596
2026-01-06 14:30:00,RELIANCE,3030.4,3035.09,3028.46,3028.89,72096
2026-01-06 14:35:00,RELIANCE,3028.89,3031.16,3023.81,3025.63,61287
2026-01-06 14:40:00,RELIANCE,3025.63,3035.63,3021.1,3021.76,82434
2026-01-06 14:45:00,RELIANCE,3021.76,3029.11,3017.36,3026.56,94947
2026-01-06 14:50:00,RELIANCE,3026.56,3033.76,3026.53,3028.36,165908
2026-01-06 14:55:00,RELIANCE,3028.36,3030.65,3023.26,3023.77,48091
2026-01-06 15:00:00,RELIANCE,3023.77,3030.23,3018.37,3028.8,178808
2026-01-06 15:05:00,RELIANCE,3028.8,3032.71,3028.49,3030.22,151204
2026-01-06 15:10:00,RELIANCE,3030.22,3037.76,3028.17,3034.68,149777
2026-01-06 15:15:00,RELIANCE,3034.68,3041.39,3032.03,3038.01,80674
2026-01-06 15:20:00,RELIANCE,3038.01,3038.99,3029.94,3032.45,89342
2026-01-06 15:25:00,RELIANCE,3032.45,3039.47,3028.36,3028.51,200007
2026-01-06 15:30:00,RELIANCE,3028.51,3034.67,3028.14,3032.47,175319
2026-01-07 09:15:00,RELIANCE,3032.47,3040.14,3031.87,3035.58,161597
2026-01-07 09:20:00,RELIANCE,3035.58,3035.68,3034.0,3034.84,241943
2026-01-07 09:25:00,RELIANCE,3034.84,3036.66,3033.32,3034.91,82736
2026-01-07 09:30:00,RELIANCE,3034.91,3042.91,3033.9,3042.01,243759
2026-01-07 09:35:00,RELIANCE,3042.01,3043.46,3032.29,3037.73,93056
2026-01-07 09:40:00,RELIANCE,3037.73,3040.81,3026.39,3040.35,76942
2026-01-07 09:45:00,RELIANCE,3040.35,3043.56,3035.68,3038.4,129750
2026-01-07 09:50:00,RELIANCE,3038.4,3039.96,3035.2,3036.34,70872
2026-01-07 09:55:00,RELIANCE,3036.34,3056.29,3027.93,3042.26,211220
2026-01-07 10:00:00,RELIANCE,3042.26,3046.96,3036.89,3046.51,100606
2026-01-07 10:05:00,RELIANCE,3046.51,3051.08,3043.04,3050.68,178767
2026-01-07 10:10:00,RELIANCE,3050.68,3069.83,3047.25,3057.84,229581
2026-01-07 10:15:00,RELIANCE,3057.84,3062.71,3056.36,3057.15,260267
2026-01-07 10:20:00,RELIANCE,3057.15,3064.71,3051.75,3060.49,141747
2026-01-07 10:25:00,RELIANCE,3060.49,3064.77,3055.11,3057.74,87497
2026-01-07 10:30:00,RELIANCE,3057.74,3065.09,3056.77,3058.86,42089
2026-01-07 10:35:00,RELIANCE,3058.86,3076.37,3040.49,3057.2,150800
2026-01-07 10:40:00,RELIANCE,3057.2,3058.78,3048.99,3056.92,88350
2026-01-07 10:45:00,RELIANCE,3056.92,3062.9,3052.99,3059.67,86701
2026-01-07 10:50:00,RELIANCE,3059.67,3065.87,3050.1,3053.77,137267
